class,alcohol,malic_acid,ash,alcalinity_of_ash,magnesium,total_phenols,flavanoids,nonflavanoid_phenols,proanthocyanins,color_intensity,hue,od280_od315,proline
0,13.718223178294433,1.9199551130083297,2.36,16.6,101,2.61,2.88,0.27,1.69,3.8,1.11,4.0,1035
0,12.67650274186843,1.6939717367852272,2.52,17.8,95,2.48,2.37,0.26,1.46,3.93,1.09,3.63,1015
0,13.433708348609779,1.991488970474463,2.61,20.0,96,2.53,2.61,0.28,1.66,3.52,1.12,3.82,845
0,13.063507485298622,2.2265876275133354,3.22,25.0,124,2.63,2.68,0.47,1.92,3.58,1.13,3.2,830
0,13.249838930316141,1.539141306267563,2.62,16.1,93,2.85,2.94,0.34,1.45,4.8,0.92,3.22,1195
0,13.345750243235385,1.562846862462054,2.14,17.0,94,2.4,2.19,0.27,1.35,3.95,1.02,2.77,1285
0,13.796857835765625,1.9863054458343963,2.8,19.4,107,2.95,2.97,0.37,1.76,4.5,1.25,3.4,915
0,13.984479290942106,1.7660960955106064,2.21,16.0,96,2.65,2.33,0.26,1.98,4.7,1.04,3.59,1035
0,13.656727790614786,1.5863075269263238,2.7,22.5,101,3.0,3.25,0.29,2.38,5.7,1.19,2.71,1285
0,13.80555928789305,2.305609592491191,2.36,19.1,106,2.86,3.19,0.22,1.95,6.9,1.09,2.88,1515
0,13.678356389215248,1.9256652159279,2.36,17.2,104,2.42,2.69,0.42,1.97,3.84,1.23,2.87,990
0,13.631198329750216,1.7202889085269237,2.7,19.5,132,2.95,2.74,0.5,1.35,5.4,1.25,3.0,1235
0,13.61016456825206,1.959863902080562,2.65,19.0,110,2.35,2.53,0.29,1.54,4.2,1.1,2.87,1095
0,13.331333008929638,1.919154879162471,2.41,20.5,100,2.7,2.98,0.26,1.86,5.1,1.04,3.47,920
0,13.305434151387225,1.5871697290478266,2.84,15.5,110,2.6,2.68,0.34,1.36,4.6,1.09,2.78,880
0,12.811363168154577,1.7771819254325316,2.55,18.0,98,2.45,2.43,0.29,1.44,4.25,1.12,2.51,1105
0,12.908261497714266,1.3704961991161937,2.1,15.5,98,2.4,2.64,0.28,1.37,3.7,1.18,2.69,1020
0,14.243972576337478,3.950315852645686,2.51,13.2,128,3.0,3.04,0.2,2.08,5.1,0.89,3.53,760
0,13.649926015060606,1.628666700992761,2.31,16.2,117,3.15,3.29,0.34,2.34,6.13,0.95,3.38,795
0,13.43086819776637,3.853719806296646,2.12,18.8,90,2.45,2.68,0.27,1.48,4.28,0.91,3.0,1035
0,13.865917048292365,2.277871767760379,2.59,15.0,101,3.25,3.56,0.17,1.7,5.43,0.88,3.56,1095
0,13.203333404384347,3.6670987965327217,2.29,17.5,103,2.64,2.63,0.32,1.66,4.36,0.82,3.0,680
0,12.869954491679174,1.8849979340437568,2.1,17.0,107,3.0,3.0,0.28,2.03,5.04,0.88,3.35,885
0,14.122341705259304,3.769754113690936,2.44,18.9,111,2.85,2.65,0.3,1.25,5.24,0.87,3.33,1080
0,14.323906183195067,3.510917473669013,2.28,16.0,102,3.25,3.17,0.27,2.19,4.9,1.04,3.44,1065
0,14.028729981574052,1.8624775364845547,2.12,16.0,101,3.1,3.39,0.21,2.14,6.1,0.91,3.33,985
0,14.141843766962378,2.030771525873062,2.4,18.8,103,2.75,2.92,0.32,2.38,6.2,1.07,2.75,1060
0,13.725307582145984,1.5494002440667864,2.27,17.4,108,2.88,3.54,0.32,2.08,8.9,1.12,3.1,1260
0,13.089464995034547,1.6101351878886614,2.04,12.4,92,2.72,3.27,0.17,2.91,7.2,1.12,2.91,1150
0,13.783106997816333,1.7638814959754918,2.6,17.2,94,2.45,2.99,0.22,2.29,5.6,1.24,3.37,1265
0,13.737568513398742,1.6276110651324072,2.42,14.0,111,3.88,3.74,0.32,1.87,7.05,1.01,3.26,1190
0,13.844486256592493,1.936272380296995,2.68,17.1,115,3.0,2.79,0.39,1.68,6.3,1.13,2.93,1375
0,13.865548915955037,1.6776365604664485,2.25,16.4,118,2.6,2.9,0.21,1.62,5.85,0.92,3.2,1060
0,13.673405687252368,1.62081008217019,2.46,20.5,116,2.96,2.78,0.2,2.45,6.25,0.98,3.03,1120
0,14.117805141523247,2.0592648159340072,2.3,16.3,118,3.2,3.0,0.26,2.03,6.38,0.94,3.31,970
0,13.25234597811062,2.0762270242979213,2.68,16.8,102,3.0,3.23,0.31,1.66,6.0,1.07,2.84,1270
0,13.760339266702646,1.0906429793303893,2.5,16.7,108,3.4,3.67,0.19,2.04,6.8,0.89,2.87,1285
1,12.488796013483034,0.9712445065192067,1.36,10.6,88,1.98,0.57,0.28,0.42,1.95,1.05,1.82,520
1,12.27164904560827,0.9891031750144887,2.28,16.0,101,2.05,1.09,0.63,0.41,3.27,1.25,1.67,680
1,12.617391567358796,1.5028438860166127,2.02,16.8,100,2.02,1.41,0.53,0.62,5.75,0.98,1.59,450
1,13.535277186226683,1.1171957824672065,1.92,18.0,94,2.1,1.79,0.32,0.73,3.8,1.23,2.46,630
1,12.224333157644937,1.1107733948241625,2.16,19.0,87,3.5,3.1,0.19,1.87,4.45,1.22,2.87,420
1,12.268944503815197,1.5346216852086945,2.53,19.0,104,1.89,1.75,0.45,1.03,2.95,1.45,2.23,355
1,12.535154747064942,1.3550762554984903,2.56,18.1,98,2.42,2.65,0.37,2.08,4.6,1.19,2.3,678
1,13.101231040844407,0.8088640329315469,1.7,15.0,78,2.98,3.18,0.26,2.28,5.3,1.12,3.18,502
1,12.4922041957406,1.1139469874599603,1.92,19.6,78,2.11,2.0,0.27,1.04,4.68,1.12,3.48,510
1,13.384037858334892,0.8604125048584377,2.36,17.0,110,2.53,1.3,0.55,0.42,3.17,1.02,1.93,750
1,12.131441199452961,1.0805203696059238,1.75,16.8,151,1.85,1.28,0.14,2.5,2.85,1.28,3.07,718
1,12.334008581490563,1.90584054725704,2.21,20.4,103,1.1,1.02,0.37,1.46,3.05,0.906,1.82,870
1,14.047292835162072,1.577863560700789,2.67,25.0,86,2.95,2.86,0.21,1.87,3.38,1.36,3.16,410
1,13.485637320604836,1.4487112616304867,2.24,24.0,87,1.88,1.84,0.27,1.03,3.74,0.98,2.78,472
1,13.180532886346848,1.8238078838451584,2.6,30.0,139,3.3,2.89,0.21,1.96,3.35,1.31,3.5,985
1,11.640983210253355,1.4456137771031519,2.3,21.0,101,3.38,2.14,0.13,1.65,3.21,0.99,3.13,886
1,11.760086339705792,2.053012180512082,1.92,16.0,97,1.61,1.57,0.34,1.15,3.8,1.23,2.14,428
1,13.040600068007702,0.6453962657552783,1.71,16.0,86,1.95,2.03,0.24,1.46,4.6,1.19,2.48,392
1,11.80358868467495,2.8088559692748265,2.23,18.0,112,1.72,1.32,0.43,0.95,2.65,0.96,2.52,500
1,12.341174075030931,1.2022987269507135,1.95,14.8,136,1.9,1.85,0.35,2.76,3.4,1.06,2.31,750
1,12.457965821351724,3.7514144727124603,2.4,23.0,101,2.83,2.55,0.43,1.95,2.57,1.19,3.13,463
1,11.97324967976995,0.9943716713298563,2.0,19.0,86,2.42,2.26,0.3,1.43,2.5,1.38,3.12,278
1,12.763487019391313,1.9398069114801786,2.2,18.8,86,2.2,2.53,0.26,1.77,3.9,1.16,3.14,714
1,12.259969040882297,0.9746724861374916,2.51,24.0,78,2.0,1.58,0.4,1.4,2.2,1.31,2.72,630
1,12.986888172442105,3.8500252221149673,2.32,22.5,85,1.65,1.59,0.61,1.62,4.8,0.84,2.01,515
1,11.741546515604501,0.34685462595749394,2.58,18.0,94,2.2,2.21,0.22,2.35,3.05,0.79,3.08,520
1,12.608899047458006,0.8083414016058371,2.24,18.0,99,2.2,1.94,0.3,1.46,2.62,1.23,3.16,450
1,12.271472159814596,1.567676671293415,2.31,22.8,90,1.78,1.69,0.43,1.56,2.45,1.33,2.26,495
1,11.690033331283091,1.4609065831398516,2.62,26.0,88,1.92,1.61,0.4,1.34,2.6,1.36,3.21,562
1,11.57548899117038,2.3335462876833444,2.46,21.6,84,1.95,1.69,0.48,1.35,2.8,1.0,2.75,680
1,12.142502618494335,1.0903484710861464,2.3,23.6,70,2.2,1.59,0.42,1.38,1.74,1.07,3.21,625
1,12.091821519620797,1.756260902836456,2.32,18.5,81,1.6,1.5,0.52,1.64,2.4,1.08,2.27,480
1,12.117955756383155,1.5319084488572527,2.42,22.0,86,1.45,1.25,0.5,1.63,3.6,1.05,2.65,450
1,12.604508200095186,1.771516924571426,2.26,20.7,80,1.38,1.46,0.58,1.62,3.05,0.96,2.06,495
1,12.250099276083795,2.589389830164637,2.22,18.0,88,2.45,2.25,0.25,1.99,2.15,1.15,3.3,290
1,11.572251429327826,2.184913576990976,2.28,18.0,98,3.02,2.26,0.17,1.35,3.25,1.16,2.96,345
1,12.291781958950713,1.5217147736277024,2.2,19.0,162,2.5,2.27,0.32,3.28,2.6,1.16,2.63,937
1,11.846059744904402,1.9555267161060421,2.74,21.5,134,1.6,0.99,0.14,1.56,2.5,0.95,2.26,625
1,12.321789739676296,1.4874355639450947,1.98,16.0,85,2.55,2.5,0.29,1.77,2.9,1.23,2.74,428
1,12.370622685970494,1.1033568143153338,2.1,18.5,88,3.52,3.75,0.24,1.95,4.5,1.04,2.77,660
1,12.2614333909477,3.0694205086939568,2.21,18.0,88,2.85,2.99,0.45,2.81,2.3,1.42,2.83,406
1,11.907644670572965,2.091696869027793,1.7,17.5,97,2.23,2.17,0.26,1.4,3.3,1.27,2.96,710
1,12.548776344583656,1.275432262836214,1.9,18.5,88,1.45,1.36,0.29,1.35,2.45,1.04,2.77,562
1,12.298266289078558,2.469022318888848,2.46,21.0,98,2.56,2.11,0.34,1.31,2.8,0.8,3.38,438
1,11.722303503301053,1.8309545048728029,1.88,19.5,86,2.5,1.64,0.37,1.42,2.06,0.94,2.44,415
1,12.490359596860255,1.9957718745361541,1.98,20.5,85,2.2,1.92,0.32,1.48,2.94,1.04,3.57,672
1,12.469202881239907,2.3425768868878327,2.27,22.0,90,1.68,1.84,0.66,1.42,2.7,0.86,3.3,315
1,12.479688365532281,2.0874364865867983,2.12,19.0,80,1.65,2.03,0.37,1.63,3.4,1.0,3.17,510
1,12.741259035210586,1.422884909884395,2.28,22.5,84,1.38,1.76,0.48,1.63,3.3,0.88,2.42,488
1,12.251362936309379,1.2645650810107436,1.94,19.0,92,2.36,2.04,0.39,2.08,2.7,0.86,3.02,312
1,11.60093442449023,1.4485854407075531,2.7,20.0,94,2.74,2.92,0.29,2.49,2.65,0.96,3.26,680
1,11.226343591058773,3.787086345275239,1.82,19.5,107,3.18,2.58,0.24,3.58,2.9,0.75,2.81,562
1,12.516771299842741,2.325653049216904,2.17,21.0,88,2.55,2.27,0.26,1.22,2.0,0.9,2.78,325
1,11.767334472422968,2.645124556027995,2.92,20.0,103,1.75,2.03,0.6,1.05,3.8,1.23,2.5,607
1,11.709958797467374,0.6573868894588404,2.5,21.0,88,2.48,2.01,0.42,1.44,3.08,1.1,2.31,434
1,12.05657543958714,1.2912390192562415,2.5,22.5,84,2.56,2.29,0.43,1.04,2.9,0.93,3.19,385
1,11.066720620245734,1.6523694500818153,2.2,21.5,85,2.46,2.17,0.52,2.01,1.9,1.71,2.87,407
1,11.81577300962582,1.5298257685400676,1.99,20.8,86,1.98,1.6,0.3,1.53,1.95,0.95,3.33,495
1,12.277685423201378,1.4938878124482415,2.19,22.5,108,2.0,2.09,0.34,1.61,2.06,1.06,2.96,345
1,12.909166083359276,3.580747673538207,1.98,16.0,80,1.63,1.25,0.43,0.83,3.4,0.7,2.12,372
1,12.091565878610753,3.4814947690819147,2.0,19.0,87,2.0,1.64,0.37,1.87,1.28,0.93,3.05,564
1,11.546327109052998,2.536212861593935,2.42,20.0,96,2.9,2.79,0.32,1.83,3.25,0.8,3.39,625
1,11.449260269630205,2.1555081105550715,3.23,28.5,119,3.18,5.08,0.47,1.87,6.0,0.93,3.69,465
1,12.590823847347234,4.291083718790982,2.73,26.5,102,2.2,2.13,0.43,1.71,2.08,0.92,3.12,365
1,12.879291015734028,5.706129390547952,2.13,21.5,86,2.62,2.65,0.3,2.01,2.6,0.73,3.1,380
1,11.941463924414608,4.435225420210354,2.39,21.0,82,2.86,3.03,0.21,2.91,2.8,0.75,3.64,380
1,12.336740501103515,2.262280914019335,2.17,21.0,85,2.6,2.65,0.37,1.35,2.76,0.86,3.28,378
1,12.309378448660016,1.5264974798803546,2.29,21.5,86,2.74,3.15,0.39,1.77,3.94,0.69,2.84,352
1,11.7210396712044,2.149660774261008,2.78,28.5,92,2.13,2.24,0.58,1.76,3.0,0.97,2.44,466
1,12.382134943408998,1.8441007528583542,2.3,24.5,88,2.22,2.45,0.4,1.9,2.12,0.89,2.78,342
1,11.978689765412291,4.200869249725253,2.38,22.0,80,2.1,1.75,0.42,1.35,2.6,0.79,2.57,580
2,12.671169541271794,1.44167815565838,2.32,18.0,122,1.51,1.25,0.21,0.94,4.1,0.76,1.29,630
2,12.888349186370824,2.956118190105074,2.4,20.0,104,1.3,1.22,0.24,0.83,5.4,0.74,1.42,530
2,12.680639048066245,2.2735227439936034,2.4,24.0,98,1.15,1.09,0.27,0.83,5.7,0.66,1.36,560
2,12.75767123550825,3.7341241408519887,2.36,21.5,106,1.7,1.2,0.17,0.84,5.0,0.78,1.29,600
2,12.398038051044493,1.3783165979768732,2.25,17.5,85,2.0,0.58,0.6,1.25,5.45,0.75,1.51,650
2,12.788741682324233,2.596321367284481,2.2,18.5,94,1.62,0.66,0.63,0.94,7.1,0.73,1.58,695
2,12.154620128695148,4.938761583239626,2.54,21.0,89,1.38,0.47,0.53,0.8,3.85,0.75,1.27,720
2,12.490781287141074,5.513519653957242,2.64,25.0,96,1.79,0.6,0.63,1.1,5.0,0.82,1.69,515
2,13.589065229927806,3.704276165095813,2.19,19.5,88,1.62,0.48,0.58,0.88,5.7,0.81,1.82,580
2,12.690112752485172,2.908008005547819,2.61,24.0,101,2.32,0.6,0.53,0.81,4.92,0.89,2.15,590
2,12.957698701686706,2.8643211763490566,2.7,21.0,96,1.54,0.5,0.53,0.75,4.6,0.77,2.31,600
2,13.519175976533282,2.538191679202227,2.35,20.0,89,1.4,0.5,0.37,0.64,5.6,0.7,2.47,780
2,13.324250367617555,3.1862537995663947,2.72,23.5,97,1.55,0.52,0.5,0.55,4.35,0.89,2.06,520
2,13.64248359992564,5.049731602265202,2.35,20.0,92,2.0,0.8,0.47,1.02,4.4,0.91,2.05,550
2,12.281646962371298,3.742889193510743,2.2,18.5,112,1.38,0.78,0.29,1.14,8.21,0.65,2.0,855
2,13.255205683299316,3.920625341959525,2.15,21.0,102,1.5,0.55,0.43,1.3,4.0,0.6,1.68,830
2,13.729371588005595,4.871419741218793,2.23,20.0,80,0.98,0.34,0.4,0.68,4.9,0.58,1.33,415
2,12.709202741881928,4.406536089418441,2.48,21.5,86,1.7,0.65,0.47,0.86,7.65,0.54,1.86,625
2,13.383558902138418,3.434066856440322,2.38,21.5,92,1.93,0.76,0.45,1.25,8.42,0.55,1.62,650
2,13.116165005866755,4.032660433378147,2.36,21.5,113,1.41,1.39,0.34,1.14,9.4,0.57,1.33,550
2,13.530503511523726,3.22458495270955,2.62,24.0,123,1.4,1.57,0.22,1.25,8.6,0.59,1.3,500
2,12.832188377577138,2.7752930600442243,2.48,22.0,112,1.48,1.36,0.24,1.26,10.8,0.48,1.47,480
2,13.02719068267838,1.8979477848258548,2.75,25.5,116,2.2,1.28,0.26,1.56,7.1,0.61,1.33,425
2,13.258282457235792,3.1496453670490627,2.28,18.5,98,1.8,0.83,0.61,1.87,10.52,0.56,1.51,675
2,12.615688601707433,1.3027027149551265,2.1,20.0,103,1.48,0.58,0.53,1.4,7.6,0.58,1.55,640
2,13.083010584207612,5.076526715479547,2.32,22.0,93,1.74,0.63,0.61,1.55,7.9,0.6,1.48,725
2,14.067202789312333,4.2834026807341745,2.38,19.5,89,1.8,0.83,0.48,1.56,9.01,0.57,1.64,480
2,12.507700520966551,3.0053573130194224,2.64,27.0,97,1.9,0.58,0.63,1.14,7.5,0.67,1.73,880
2,14.194930230922756,1.541669854201735,2.7,25.0,98,2.8,1.31,0.53,2.7,13.0,0.57,1.96,660
2,13.559951146466869,1.6161447591753229,2.64,22.5,89,2.6,1.1,0.52,2.29,11.75,0.57,1.78,620
2,12.241309133100238,3.899195714408942,2.38,21.0,88,2.3,0.92,0.5,1.04,7.65,0.56,1.58,520
2,13.785846425346092,3.165535597355837,2.54,20.0,107,1.83,0.56,0.5,0.8,5.88,0.96,1.82,680
2,12.99108679567817,3.132218954057091,2.58,22.0,106,1.65,0.6,0.6,0.96,5.58,0.87,2.11,570
2,12.860062247203487,3.490835132603511,2.35,18.5,106,1.39,0.7,0.4,0.94,5.28,0.68,1.75,675
2,13.897314146170284,2.8010495173440155,2.3,22.0,90,1.35,0.68,0.41,1.03,9.58,0.7,1.68,615
2,13.780265976630456,4.275050561488279,2.26,22.5,88,1.28,0.47,0.52,1.15,6.62,0.78,1.75,520
2,13.55010553805813,3.6210672092577343,2.6,23.0,111,1.7,0.92,0.43,1.46,10.68,0.85,1.56,695
2,13.050980032063263,3.4088850522956147,2.3,19.5,88,1.48,0.66,0.4,0.97,10.26,0.72,1.75,685
2,13.55011811229764,2.3373417343319485,2.69,24.5,105,1.55,0.84,0.39,1.54,8.66,0.74,1.8,750
2,13.308214546867978,4.364148600538226,2.86,25.0,112,1.98,0.96,0.27,1.11,8.5,0.67,1.92,630
2,12.091680287013627,2.909608926281127,2.32,19.0,96,1.25,0.49,0.4,0.73,5.5,0.66,1.83,510
2,12.670655534103041,2.354232252112728,2.28,19.5,86,1.39,0.51,0.48,0.64,9.899999,0.57,1.63,470
2,14.150611017925803,2.562099376043993,2.48,20.0,91,1.68,0.7,0.44,1.24,9.7,0.62,1.71,660
2,13.751543433997389,5.897228266053465,2.45,20.5,95,1.68,0.61,0.52,1.06,7.7,0.64,1.74,740
2,13.433693740057725,4.053719665171244,2.48,23.0,102,1.8,0.75,0.43,1.41,7.3,0.7,1.56,750
2,13.370729397004203,4.253198794308974,2.26,20.0,120,1.59,0.69,0.43,1.35,10.2,0.59,1.56,835
2,13.171583292130615,2.586813417632513,2.37,20.0,120,1.65,0.68,0.53,1.46,9.3,0.6,1.62,840
2,14.307002630659825,3.9320042348826445,2.74,24.5,96,2.05,0.76,0.56,1.35,9.2,0.61,1.6,560
